OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Cost,Unit Price
SO - 0005044,In-Store,WARE-PUJ1005,23/08/2019,09/01/2020,16/01/2020,21/01/2020,USD,1,16,290,40,1.06,0.3,717.57,1139
SO - 0005045,In-Store,WARE-MKL1006,23/08/2019,09/01/2020,14/01/2020,19/01/2020,USD,6,17,339,19,5,0.05,2348.02,5460.5
SO - 0005046,Wholesale,WARE-NMK1003,23/08/2019,09/01/2020,26/01/2020,31/01/2020,USD,27,45,127,24,2.96,0.07,1841.76,2391.9
SO - 0005047,Distributor,WARE-PUJ1005,23/08/2019,09/01/2020,02/02/2020,11/02/2020,USD,24,1,276,18,6,0.3,4557.34,5996.5
SO - 0005048,Wholesale,WARE-MKL1006,01/12/2019,10/01/2020,25/01/2020,01/02/2020,USD,27,9,344,38,1.97,0.07,726.01,1728.6
SO - 0005049,Wholesale,WARE-MKL1006,01/12/2019,10/01/2020,23/01/2020,24/01/2020,USD,25,13,329,16,4.02,0.15,2240.01,3343.3
SO - 0005050,In-Store,WARE-NMK1003,23/08/2019,10/01/2020,21/01/2020,22/01/2020,USD,2,40,149,19,6.05,0.1,81.87,174.2
SO - 0005051,Online,WARE-PUJ1005,01/12/2019,10/01/2020,13/01/2020,15/01/2020,USD,12,31,323,31,6.03,0.05,561.06,1058.6
SO - 0005052,Wholesale,WARE-PUJ1005,23/08/2019,10/01/2020,14/01/2020,18/01/2020,USD,26,37,328,12,4.99,0.07,395.57,964.8
SO - 0005053,In-Store,WARE-NBV1002,23/08/2019,10/01/2020,21/01/2020,29/01/2020,USD,5,39,81,18,1.04,0.05,2300.51,3966.4
SO - 0005054,In-Store,WARE-XYS1001,01/12/2019,10/01/2020,24/01/2020,28/01/2020,USD,1,43,41,26,0.98,0.05,1895.83,2633.1
SO - 0005055,Online,WARE-MKL1006,23/08/2019,10/01/2020,19/01/2020,22/01/2020,USD,13,40,361,36,7.02,0.05,819.48,1011.7
SO - 0005056,In-Store,WARE-NBV1002,23/08/2019,10/01/2020,25/01/2020,02/02/2020,USD,8,15,64,30,8.03,0.05,2802.74,3892.7
SO - 0005057,Distributor,WARE-MKL1006,23/08/2019,10/01/2020,20/01/2020,23/01/2020,USD,22,3,331,17,7.02,0.05,1636.41,3805.6
SO - 0005058,In-Store,WARE-PUJ1005,23/08/2019,10/01/2020,15/01/2020,18/01/2020,USD,6,20,274,19,6.99,0.05,825.44,1031.8
SO - 0005059,In-Store,WARE-NMK1003,01/12/2019,10/01/2020,28/01/2020,30/01/2020,USD,8,11,110,3,4,0.05,2618.83,6090.3
SO - 0005060,In-Store,WARE-PUJ1005,23/08/2019,11/01/2020,28/01/2020,03/02/2020,USD,8,11,307,19,1.98,0.05,2102.06,3892.7
SO - 0005061,Wholesale,WARE-NMK1003,23/08/2019,11/01/2020,31/01/2020,02/02/2020,USD,27,2,120,14,1,0.1,1070.93,2231.1
SO - 0005062,In-Store,WARE-NMK1003,23/08/2019,11/01/2020,22/01/2020,30/01/2020,USD,11,23,172,46,6.04,0.15,3320.52,3953
SO - 0005063,Online,WARE-NMK1003,23/08/2019,11/01/2020,21/01/2020,28/01/2020,USD,20,13,144,18,1.01,0.07,726.41,931.3
SO - 0005064,In-Store,WARE-XYS1001,23/08/2019,11/01/2020,20/01/2020,25/01/2020,USD,6,31,2,31,4.04,0.3,1365.73,2626.4
SO - 0005065,Online,WARE-UHY1004,23/08/2019,11/01/2020,07/02/2020,12/02/2020,USD,15,23,255,14,5.97,0.15,1294.91,1681.7
SO - 0005066,Distributor,WARE-MKL1006,01/12/2019,11/01/2020,20/01/2020,21/01/2020,USD,22,31,361,5,2,0.2,987.71,1266.3
SO - 0005067,Online,WARE-NBV1002,23/08/2019,11/01/2020,07/02/2020,08/02/2020,USD,14,41,84,47,5.01,0.1,1879.75,3356.7
SO - 0005068,In-Store,WARE-UHY1004,23/08/2019,11/01/2020,07/02/2020,15/02/2020,USD,6,11,227,3,5.97,0.1,767.42,1112.2
SO - 0005069,In-Store,WARE-PUJ1005,23/08/2019,11/01/2020,01/02/2020,02/02/2020,USD,1,12,274,28,7.98,0.05,819.54,1862.6
SO - 0005070,In-Store,WARE-NMK1003,23/08/2019,11/01/2020,07/02/2020,12/02/2020,USD,7,48,154,2,1.96,0.1,106.93,254.6
SO - 0005071,In-Store,WARE-NMK1003,23/08/2019,11/01/2020,18/01/2020,28/01/2020,USD,11,7,175,45,1.06,0.2,2822.04,3919.5
SO - 0005072,Distributor,WARE-NMK1003,23/08/2019,11/01/2020,03/02/2020,13/02/2020,USD,24,23,175,4,0.99,0.05,3024.65,3979.8
SO - 0005073,In-Store,WARE-UHY1004,23/08/2019,12/01/2020,18/01/2020,21/01/2020,USD,10,49,245,2,5.99,0.15,1852.42,3859.2
SO - 0005074,Online,WARE-NMK1003,23/08/2019,12/01/2020,23/01/2020,29/01/2020,USD,20,18,173,15,7.95,0.3,109.34,214.4
SO - 0005075,Wholesale,WARE-XYS1001,23/08/2019,12/01/2020,30/01/2020,03/02/2020,USD,28,7,37,24,1,0.07,989.79,1252.9
SO - 0005076,Online,WARE-NMK1003,23/08/2019,12/01/2020,22/01/2020,28/01/2020,USD,13,1,165,23,8.04,0.15,2367.85,4013.3
SO - 0005077,Online,WARE-NMK1003,23/08/2019,12/01/2020,30/01/2020,09/02/2020,USD,14,47,128,34,7.99,0.08,645.08,1112.2
SO - 0005078,Distributor,WARE-PUJ1005,23/08/2019,12/01/2020,09/02/2020,14/02/2020,USD,22,2,290,36,8.02,0.05,2662.85,3859.2
SO - 0005079,Online,WARE-NBV1002,23/08/2019,12/01/2020,20/01/2020,21/01/2020,USD,17,40,82,46,5.02,0.1,3137.07,3825.7
SO - 0005080,In-Store,WARE-XYS1001,01/12/2019,12/01/2020,21/01/2020,26/01/2020,USD,7,12,25,47,7.02,0.1,173.66,241.2
SO - 0005081,Online,WARE-PUJ1005,23/08/2019,12/01/2020,26/01/2020,04/02/2020,USD,13,46,304,38,5.01,0.4,2467.48,3979.8
SO - 0005082,Wholesale,WARE-UHY1004,23/08/2019,12/01/2020,28/01/2020,01/02/2020,USD,26,13,237,41,8.04,0.07,3197.51,3899.4
SO - 0005083,In-Store,WARE-XYS1001,23/08/2019,12/01/2020,31/01/2020,09/02/2020,USD,7,42,50,30,3.01,0.05,1736.64,2412
SO - 0005084,In-Store,WARE-NBV1002,23/08/2019,12/01/2020,03/02/2020,05/02/2020,USD,3,13,85,10,8.03,0.08,4289.41,5875.9
SO - 0005085,Online,WARE-MKL1006,23/08/2019,12/01/2020,19/01/2020,24/01/2020,USD,19,38,343,36,0.99,0.3,3122.87,5293
SO - 0005086,Online,WARE-PUJ1005,23/08/2019,13/01/2020,29/01/2020,03/02/2020,USD,14,19,279,19,7,0.08,1995.53,3912.8
SO - 0005087,In-Store,WARE-UHY1004,23/08/2019,13/01/2020,21/01/2020,27/01/2020,USD,9,37,244,5,3.01,0.08,718.64,1159.1
SO - 0005088,In-Store,WARE-NMK1003,23/08/2019,13/01/2020,20/01/2020,27/01/2020,USD,3,47,87,42,4.03,0.1,596.57,1125.6
SO - 0005089,In-Store,WARE-NMK1003,23/08/2019,13/01/2020,23/01/2020,30/01/2020,USD,11,41,124,32,8.01,0.05,1956.4,3912.8
SO - 0005090,In-Store,WARE-NMK1003,01/12/2019,13/01/2020,02/02/2020,09/02/2020,USD,5,7,191,6,6.98,0.05,159.46,227.8
SO - 0005091,Distributor,WARE-PUJ1005,01/12/2019,13/01/2020,07/02/2020,10/02/2020,USD,24,45,282,39,7.02,0.07,407.36,1018.4
SO - 0005092,Wholesale,WARE-XYS1001,23/08/2019,13/01/2020,15/01/2020,23/01/2020,USD,26,20,28,16,7.96,0.1,684.74,938
SO - 0005093,Online,WARE-UHY1004,01/12/2019,13/01/2020,20/01/2020,22/01/2020,USD,16,42,246,43,3.02,0.05,102.51,227.8
SO - 0005094,Distributor,WARE-NMK1003,01/12/2019,13/01/2020,10/02/2020,11/02/2020,USD,22,6,113,47,7.02,0.05,673.35,1005
SO - 0005095,Distributor,WARE-NMK1003,01/12/2019,14/01/2020,22/01/2020,25/01/2020,USD,23,5,119,35,2,0.07,166.29,227.8
SO - 0005096,Wholesale,WARE-PUJ1005,01/12/2019,14/01/2020,23/01/2020,01/02/2020,USD,28,30,326,7,5.02,0.05,546.72,1072
SO - 0005097,Distributor,WARE-XYS1001,23/08/2019,14/01/2020,25/01/2020,04/02/2020,USD,22,1,4,1,1.01,0.08,1954.52,2505.8
SO - 0005098,In-Store,WARE-NBV1002,23/08/2019,14/01/2020,03/02/2020,11/02/2020,USD,4,28,64,21,5.03,0.05,3015,4020
SO - 0005099,Wholesale,WARE-NMK1003,23/08/2019,14/01/2020,09/02/2020,15/02/2020,USD,26,12,90,23,4.02,0.05,3253.86,5916.1
SO - 0005100,In-Store,WARE-PUJ1005,01/12/2019,14/01/2020,11/02/2020,16/02/2020,USD,3,11,289,5,3.99,0.1,567.89,1092.1
SO - 0005101,Online,WARE-UHY1004,01/12/2019,14/01/2020,09/02/2020,13/02/2020,USD,14,16,223,40,3.99,0.15,2375.82,3959.7
SO - 0005102,In-Store,WARE-PUJ1005,23/08/2019,14/01/2020,28/01/2020,01/02/2020,USD,12,16,272,41,2.98,0.1,1884.44,3845.8
SO - 0005103,In-Store,WARE-PUJ1005,01/12/2019,14/01/2020,09/02/2020,12/02/2020,USD,7,10,277,21,6.96,0.1,2586.87,3919.5
SO - 0005104,In-Store,WARE-PUJ1005,23/08/2019,14/01/2020,22/01/2020,28/01/2020,USD,4,43,315,23,6.01,0.2,131.32,268
SO - 0005105,Online,WARE-PUJ1005,23/08/2019,15/01/2020,18/01/2020,27/01/2020,USD,18,4,288,1,8.02,0.05,1634.47,3986.5
SO - 0005106,In-Store,WARE-NMK1003,23/08/2019,15/01/2020,12/02/2020,19/02/2020,USD,9,10,105,32,7.03,0.08,1795.6,2680
SO - 0005107,Online,WARE-XYS1001,01/12/2019,15/01/2020,19/01/2020,22/01/2020,USD,20,7,18,23,3,0.08,501.7,1045.2
SO - 0005108,In-Store,WARE-NMK1003,01/12/2019,15/01/2020,31/01/2020,01/02/2020,USD,11,18,144,20,0.99,0.05,3272.28,5949.6
SO - 0005109,In-Store,WARE-NBV1002,23/08/2019,15/01/2020,17/01/2020,19/01/2020,USD,9,42,76,20,4.97,0.07,1578.52,3946.3
SO - 0005110,In-Store,WARE-NBV1002,23/08/2019,15/01/2020,18/01/2020,19/01/2020,USD,3,24,78,5,2.04,0.2,1536.44,1969.8
SO - 0005111,In-Store,WARE-XYS1001,23/08/2019,15/01/2020,07/02/2020,13/02/2020,USD,1,47,12,24,2.03,0.05,2872.63,5862.5
SO - 0005112,Online,WARE-NMK1003,01/12/2019,15/01/2020,23/01/2020,01/02/2020,USD,19,23,167,29,5.02,0.15,739.95,1681.7
SO - 0005113,Wholesale,WARE-NMK1003,23/08/2019,16/01/2020,06/02/2020,09/02/2020,USD,26,20,94,11,8.03,0.05,1361.98,2432.1
SO - 0005114,In-Store,WARE-UHY1004,23/08/2019,16/01/2020,19/01/2020,24/01/2020,USD,8,28,225,35,5.99,0.07,1429.51,1701.8
SO - 0005115,Wholesale,WARE-NMK1003,01/12/2019,16/01/2020,29/01/2020,01/02/2020,USD,26,41,166,30,7.96,0.15,2207.58,3504.1
SO - 0005116,Wholesale,WARE-UHY1004,01/12/2019,16/01/2020,21/01/2020,31/01/2020,USD,28,36,222,16,5.98,0.2,1689.47,2639.8
SO - 0005117,In-Store,WARE-PUJ1005,23/08/2019,16/01/2020,01/02/2020,10/02/2020,USD,7,5,292,47,6.96,0.07,1021.08,1701.8
SO - 0005118,Wholesale,WARE-NBV1002,23/08/2019,16/01/2020,21/01/2020,27/01/2020,USD,26,5,73,1,2.99,0.05,2315.92,5514.1
SO - 0005119,Online,WARE-NBV1002,23/08/2019,16/01/2020,27/01/2020,30/01/2020,USD,12,20,81,19,8,0.2,696.47,1105.5
SO - 0005120,In-Store,WARE-MKL1006,01/12/2019,16/01/2020,22/01/2020,26/01/2020,USD,9,33,345,27,5,0.07,815.12,1031.8
SO - 0005121,In-Store,WARE-XYS1001,01/12/2019,16/01/2020,21/01/2020,23/01/2020,USD,2,28,48,1,2.03,0.08,4090.75,5681.6
SO - 0005122,In-Store,WARE-NMK1003,01/12/2019,16/01/2020,21/01/2020,30/01/2020,USD,6,12,168,2,0.98,0.15,1869.17,2525.9
SO - 0005123,Online,WARE-MKL1006,23/08/2019,16/01/2020,06/02/2020,07/02/2020,USD,14,41,358,12,5.97,0.07,639.85,1279.7
SO - 0005124,Distributor,WARE-NMK1003,01/12/2019,17/01/2020,22/01/2020,23/01/2020,USD,21,5,127,24,4,0.05,2073.92,3095.4
SO - 0005125,In-Store,WARE-XYS1001,23/08/2019,17/01/2020,29/01/2020,04/02/2020,USD,1,14,50,2,2.01,0.15,146.33,174.2
SO - 0005126,Distributor,WARE-XYS1001,23/08/2019,17/01/2020,08/02/2020,17/02/2020,USD,25,5,0,34,1.99,0.1,684.74,978.2
SO - 0005127,In-Store,WARE-MKL1006,23/08/2019,17/01/2020,02/02/2020,05/02/2020,USD,1,14,337,16,0.95,0.05,148.07,227.8
SO - 0005128,Distributor,WARE-XYS1001,23/08/2019,17/01/2020,07/02/2020,11/02/2020,USD,21,43,10,12,4.01,0.05,161.74,227.8
SO - 0005129,Online,WARE-PUJ1005,23/08/2019,17/01/2020,10/02/2020,17/02/2020,USD,14,47,288,4,4,0.15,4738.58,6318.1
SO - 0005130,Online,WARE-NBV1002,23/08/2019,17/01/2020,10/02/2020,19/02/2020,USD,13,29,86,47,2.99,0.05,935.99,1701.8
SO - 0005131,Distributor,WARE-MKL1006,01/12/2019,17/01/2020,10/02/2020,11/02/2020,USD,25,31,333,24,6.02,0.07,2230.3,3055.2
SO - 0005132,Distributor,WARE-NMK1003,01/12/2019,17/01/2020,28/01/2020,05/02/2020,USD,22,30,93,36,5,0.05,728.49,877.7
SO - 0005133,Distributor,WARE-PUJ1005,23/08/2019,18/01/2020,07/02/2020,10/02/2020,USD,23,29,303,28,7.03,0.15,901.02,1098.8
SO - 0005134,In-Store,WARE-NMK1003,01/12/2019,18/01/2020,23/01/2020,02/02/2020,USD,7,18,88,27,3,0.05,469.47,958.1
SO - 0005135,In-Store,WARE-PUJ1005,23/08/2019,18/01/2020,23/01/2020,30/01/2020,USD,9,21,277,31,3.03,0.07,452.25,1005
SO - 0005136,In-Store,WARE-NMK1003,23/08/2019,18/01/2020,31/01/2020,07/02/2020,USD,5,49,141,1,2.99,0.05,804.54,1058.6
SO - 0005137,Wholesale,WARE-PUJ1005,23/08/2019,18/01/2020,05/02/2020,08/02/2020,USD,28,12,268,43,3.98,0.15,698.68,1058.6
SO - 0005138,Wholesale,WARE-MKL1006,23/08/2019,19/01/2020,02/02/2020,05/02/2020,USD,28,8,339,26,3.03,0.07,2438,5540.9
SO - 0005139,Online,WARE-PUJ1005,23/08/2019,19/01/2020,22/01/2020,31/01/2020,USD,17,5,299,6,7.99,0.15,600.12,1132.3
SO - 0005140,In-Store,WARE-XYS1001,23/08/2019,19/01/2020,05/02/2020,15/02/2020,USD,2,6,52,26,5.03,0.05,506.52,1125.6
SO - 0005141,In-Store,WARE-PUJ1005,23/08/2019,19/01/2020,04/02/2020,08/02/2020,USD,8,37,326,37,3.02,0.05,1225.3,2552.7
SO - 0005142,In-Store,WARE-NMK1003,23/08/2019,19/01/2020,03/02/2020,08/02/2020,USD,10,12,143,34,2.01,0.08,661.96,1018.4
SO - 0005143,Wholesale,WARE-PUJ1005,23/08/2019,19/01/2020,12/02/2020,13/02/2020,USD,27,18,304,24,6.01,0.05,472.75,964.8
SO - 0005144,Distributor,WARE-XYS1001,23/08/2019,19/01/2020,09/02/2020,10/02/2020,USD,25,4,42,4,7,0.05,685.01,964.8
SO - 0005145,In-Store,WARE-XYS1001,23/08/2019,19/01/2020,22/01/2020,28/01/2020,USD,10,41,35,18,8,0.08,996.96,2492.4
SO - 0005146,Wholesale,WARE-UHY1004,23/08/2019,19/01/2020,06/02/2020,09/02/2020,USD,28,10,217,32,5.97,0.4,806.35,971.5
SO - 0005147,Distributor,WARE-XYS1001,01/12/2019,19/01/2020,02/02/2020,09/02/2020,USD,20,48,2,34,1.01,0.2,777.67,1065.3
SO - 0005148,Distributor,WARE-NMK1003,23/08/2019,19/01/2020,30/01/2020,05/02/2020,USD,22,47,199,24,1.01,0.15,3310.47,6130.5
SO - 0005149,In-Store,WARE-NBV1002,23/08/2019,20/01/2020,31/01/2020,09/02/2020,USD,12,23,85,15,4.01,0.15,1936.84,2653.2
SO - 0005150,Distributor,WARE-NBV1002,01/12/2019,20/01/2020,23/01/2020,27/01/2020,USD,22,50,79,26,5.99,0.1,607.82,1125.6
SO - 0005151,Online,WARE-NMK1003,23/08/2019,20/01/2020,03/02/2020,07/02/2020,USD,17,34,114,8,7.98,0.15,531.71,857.6
SO - 0005152,Online,WARE-NMK1003,23/08/2019,20/01/2020,05/02/2020,15/02/2020,USD,16,38,111,3,1,0.2,1354.47,1782.2
SO - 0005153,Distributor,WARE-NBV1002,23/08/2019,20/01/2020,06/02/2020,08/02/2020,USD,24,20,69,8,6.01,0.08,1045.2,2010
SO - 0005154,In-Store,WARE-PUJ1005,23/08/2019,21/01/2020,02/02/2020,08/02/2020,USD,6,9,314,38,4.01,0.05,660.35,857.6
SO - 0005155,Online,WARE-XYS1001,01/12/2019,21/01/2020,03/02/2020,13/02/2020,USD,13,20,29,18,5,0.1,644.54,871
SO - 0005156,Distributor,WARE-NBV1002,23/08/2019,21/01/2020,25/01/2020,28/01/2020,USD,23,6,73,39,8,0.08,1945.14,2559.4
SO - 0005157,Distributor,WARE-XYS1001,23/08/2019,21/01/2020,02/02/2020,11/02/2020,USD,25,2,51,46,7.02,0.05,1601.17,3812.3
SO - 0005158,In-Store,WARE-NMK1003,23/08/2019,21/01/2020,12/02/2020,18/02/2020,USD,3,20,126,12,7.03,0.07,571.64,1058.6
SO - 0005159,In-Store,WARE-PUJ1005,23/08/2019,21/01/2020,25/01/2020,03/02/2020,USD,4,33,307,30,1,0.15,1958.41,2479
SO - 0005160,In-Store,WARE-NMK1003,23/08/2019,21/01/2020,24/01/2020,02/02/2020,USD,2,34,171,20,5.03,0.1,1480.7,1742
SO - 0005161,Online,WARE-MKL1006,23/08/2019,21/01/2020,30/01/2020,08/02/2020,USD,19,21,342,12,2,0.05,1739.32,3162.4
SO - 0005162,Online,WARE-NMK1003,01/12/2019,21/01/2020,03/02/2020,07/02/2020,USD,16,12,163,22,2.02,0.05,97.62,207.7
SO - 0005163,Online,WARE-NMK1003,23/08/2019,21/01/2020,13/02/2020,21/02/2020,USD,17,19,139,7,6.03,0.07,605.35,931.3
SO - 0005164,Online,WARE-NMK1003,23/08/2019,21/01/2020,11/02/2020,16/02/2020,USD,12,5,200,43,2.95,0.05,3365.14,5098.7
SO - 0005165,Online,WARE-PUJ1005,23/08/2019,21/01/2020,12/02/2020,16/02/2020,USD,14,35,298,4,8.01,0.4,909.32,1165.8
SO - 0005166,In-Store,WARE-PUJ1005,23/08/2019,22/01/2020,28/01/2020,31/01/2020,USD,6,7,263,12,5.02,0.05,954.75,1909.5
SO - 0005167,In-Store,WARE-XYS1001,01/12/2019,22/01/2020,08/02/2020,15/02/2020,USD,9,37,37,6,7.03,0.05,5057.96,6244.4
SO - 0005168,Online,WARE-XYS1001,23/08/2019,22/01/2020,03/02/2020,08/02/2020,USD,17,7,29,4,4.02,0.07,3252.98,3872.6
SO - 0005169,Online,WARE-NMK1003,23/08/2019,22/01/2020,31/01/2020,09/02/2020,USD,12,30,141,23,4.02,0.3,1180.61,1762.1
SO - 0005170,Online,WARE-UHY1004,23/08/2019,22/01/2020,26/01/2020,30/01/2020,USD,17,37,238,29,3.07,0.07,1480.57,2552.7
SO - 0005171,Wholesale,WARE-NMK1003,23/08/2019,22/01/2020,13/02/2020,23/02/2020,USD,27,19,197,23,4.01,0.1,502.5,1005
SO - 0005172,Online,WARE-NBV1002,23/08/2019,22/01/2020,02/02/2020,03/02/2020,USD,17,5,82,37,3.99,0.05,978.2,1340
SO - 0005173,Distributor,WARE-PUJ1005,23/08/2019,22/01/2020,31/01/2020,08/02/2020,USD,25,13,297,5,1.03,0.05,921.25,1842.5
SO - 0005174,Wholesale,WARE-XYS1001,01/12/2019,22/01/2020,17/02/2020,21/02/2020,USD,26,18,34,35,2.01,0.4,3236.1,3852.5
SO - 0005175,In-Store,WARE-NMK1003,01/12/2019,23/01/2020,10/02/2020,17/02/2020,USD,5,47,103,25,3.02,0.1,715.49,1212.7
SO - 0005176,Online,WARE-XYS1001,23/08/2019,23/01/2020,13/02/2020,20/02/2020,USD,14,22,34,38,0.99,0.05,2940.63,3819
SO - 0005177,Distributor,WARE-NMK1003,23/08/2019,23/01/2020,27/01/2020,29/01/2020,USD,22,19,98,2,7.99,0.2,532.65,1065.3
SO - 0005178,Wholesale,WARE-PUJ1005,01/12/2019,23/01/2020,02/02/2020,06/02/2020,USD,28,38,311,15,5.98,0.1,1192.06,1862.6
SO - 0005179,Wholesale,WARE-MKL1006,01/12/2019,23/01/2020,28/01/2020,04/02/2020,USD,26,35,344,42,4,0.1,1154.14,1989.9
SO - 0005180,Online,WARE-UHY1004,01/12/2019,23/01/2020,17/02/2020,18/02/2020,USD,16,34,210,29,8.01,0.08,2289.39,2693.4
SO - 0005181,Distributor,WARE-UHY1004,23/08/2019,23/01/2020,13/02/2020,20/02/2020,USD,22,25,225,2,7.01,0.4,2613,4020
SO - 0005182,Online,WARE-UHY1004,23/08/2019,23/01/2020,17/02/2020,22/02/2020,USD,12,8,214,9,3.03,0.1,557.84,1212.7
SO - 0005183,Online,WARE-UHY1004,23/08/2019,23/01/2020,12/02/2020,15/02/2020,USD,18,24,213,45,3,0.1,2891.72,3484
SO - 0005184,Online,WARE-NMK1003,01/12/2019,24/01/2020,07/02/2020,17/02/2020,USD,15,26,133,36,2.96,0.3,2499.77,3845.8
SO - 0005185,Distributor,WARE-NMK1003,23/08/2019,24/01/2020,07/02/2020,11/02/2020,USD,21,28,156,42,1.98,0.2,1703.01,2398.6
SO - 0005186,In-Store,WARE-MKL1006,01/12/2019,24/01/2020,17/02/2020,20/02/2020,USD,3,27,360,4,4.98,0.08,3919.23,6123.8
SO - 0005187,In-Store,WARE-NBV1002,01/12/2019,24/01/2020,07/02/2020,16/02/2020,USD,1,50,81,11,2.98,0.1,1216.45,1788.9
SO - 0005188,In-Store,WARE-XYS1001,23/08/2019,24/01/2020,29/01/2020,08/02/2020,USD,10,12,55,9,2.95,0.05,2002.36,3926.2
SO - 0005189,Online,WARE-XYS1001,01/12/2019,24/01/2020,30/01/2020,07/02/2020,USD,18,37,31,47,7.02,0.1,124.82,180.9
SO - 0005190,Distributor,WARE-XYS1001,23/08/2019,24/01/2020,31/01/2020,06/02/2020,USD,24,5,40,38,3.03,0.05,2313.44,3169.1
SO - 0005191,Wholesale,WARE-PUJ1005,23/08/2019,24/01/2020,07/02/2020,11/02/2020,USD,26,10,267,11,1,0.15,539.35,1172.5
SO - 0005192,Online,WARE-NBV1002,23/08/2019,25/01/2020,04/02/2020,06/02/2020,USD,17,18,85,2,5.01,0.05,2573.81,3959.7
SO - 0005193,In-Store,WARE-NMK1003,01/12/2019,25/01/2020,06/02/2020,07/02/2020,USD,10,30,127,16,7,0.05,108.81,194.3
SO - 0005194,In-Store,WARE-XYS1001,01/12/2019,25/01/2020,02/02/2020,04/02/2020,USD,12,3,31,22,7.98,0.05,1877.74,2318.2
SO - 0005195,In-Store,WARE-PUJ1005,23/08/2019,25/01/2020,05/02/2020,14/02/2020,USD,10,46,302,18,3,0.1,1494.64,1916.2
SO - 0005196,In-Store,WARE-NBV1002,01/12/2019,25/01/2020,05/02/2020,06/02/2020,USD,6,26,73,22,5,0.05,1055.25,2512.5
SO - 0005197,In-Store,WARE-MKL1006,01/12/2019,25/01/2020,27/01/2020,05/02/2020,USD,4,16,354,29,5.98,0.15,102.78,174.2
SO - 0005198,Online,WARE-MKL1006,23/08/2019,26/01/2020,12/02/2020,13/02/2020,USD,19,34,341,5,0.98,0.1,3344.24,5668.2
SO - 0005199,In-Store,WARE-NMK1003,23/08/2019,26/01/2020,12/02/2020,16/02/2020,USD,2,2,169,17,2.97,0.3,1106.84,1876
SO - 0005200,In-Store,WARE-MKL1006,01/12/2019,26/01/2020,03/02/2020,04/02/2020,USD,1,29,365,2,6.02,0.1,886.41,1969.8
SO - 0005201,In-Store,WARE-UHY1004,23/08/2019,26/01/2020,16/02/2020,26/02/2020,USD,1,15,244,26,5,0.08,836.16,1045.2
SO - 0005202,In-Store,WARE-PUJ1005,23/08/2019,26/01/2020,15/02/2020,19/02/2020,USD,1,25,275,25,4.99,0.2,2727.17,5681.6
SO - 0005203,In-Store,WARE-NMK1003,01/12/2019,26/01/2020,03/02/2020,09/02/2020,USD,1,22,147,29,5.04,0.15,442.2,1105.5
SO - 0005204,In-Store,WARE-NBV1002,01/12/2019,26/01/2020,02/02/2020,05/02/2020,USD,5,3,64,2,6.99,0.15,2170.8,5427
SO - 0005205,Online,WARE-NMK1003,23/08/2019,27/01/2020,24/02/2020,04/03/2020,USD,18,3,141,31,7.01,0.05,1403.32,2378.5
SO - 0005206,In-Store,WARE-XYS1001,01/12/2019,27/01/2020,17/02/2020,20/02/2020,USD,6,43,43,16,4.99,0.07,2418.43,5038.4
SO - 0005207,Online,WARE-XYS1001,01/12/2019,27/01/2020,04/02/2020,05/02/2020,USD,13,32,10,3,1.01,0.05,497.41,857.6
SO - 0005208,In-Store,WARE-NMK1003,01/12/2019,27/01/2020,08/02/2020,10/02/2020,USD,5,39,148,8,7.98,0.2,1417.45,1728.6
SO - 0005209,In-Store,WARE-UHY1004,23/08/2019,27/01/2020,06/02/2020,14/02/2020,USD,6,11,240,47,5,0.07,163.61,221.1
SO - 0005210,In-Store,WARE-UHY1004,01/12/2019,27/01/2020,23/02/2020,01/03/2020,USD,5,36,251,16,3.97,0.05,637.77,1118.9
SO - 0005211,Distributor,WARE-NMK1003,01/12/2019,27/01/2020,19/02/2020,29/02/2020,USD,23,20,152,10,5.99,0.1,137.08,207.7
SO - 0005212,Online,WARE-NBV1002,23/08/2019,27/01/2020,23/02/2020,28/02/2020,USD,16,36,86,28,2.99,0.05,641.66,1051.9
SO - 0005213,Distributor,WARE-NMK1003,01/12/2019,28/01/2020,15/02/2020,20/02/2020,USD,22,43,140,21,4.97,0.08,107.2,214.4
SO - 0005214,In-Store,WARE-XYS1001,01/12/2019,28/01/2020,16/02/2020,24/02/2020,USD,8,29,32,2,5,0.1,4734.49,6485.6
SO - 0005215,In-Store,WARE-UHY1004,01/12/2019,28/01/2020,16/02/2020,19/02/2020,USD,9,37,254,13,4.03,0.1,1569.94,2706.8
SO - 0005216,Distributor,WARE-XYS1001,01/12/2019,28/01/2020,14/02/2020,23/02/2020,USD,25,10,49,5,8,0.07,589.87,951.4
SO - 0005217,Distributor,WARE-PUJ1005,23/08/2019,28/01/2020,25/02/2020,04/03/2020,USD,22,7,269,46,6.01,0.07,1487.4,1983.2
SO - 0005218,Distributor,WARE-XYS1001,23/08/2019,28/01/2020,16/02/2020,20/02/2020,USD,23,41,44,25,2.02,0.1,2517.19,3872.6
SO - 0005219,Online,WARE-UHY1004,01/12/2019,28/01/2020,24/02/2020,04/03/2020,USD,14,4,213,41,4.99,0.07,3119.92,3999.9
