OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,Delivery_days,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Cost(In USD),Unit Price(in USD),USD_rate,Unit_priceinINR,Unit_costinINR
SO - 0006429,Wholesale,WARE-NMK1003,10-Mar-2020,19-Jun-2020,6-Jul-2020,7-Jul-2020,1,USD,27,3,94,17,3,0.075,672.28,"1,159.10",88,102000.8,59160.64
SO - 0006430,In-Store,WARE-PUJ1005,10-Mar-2020,19-Jun-2020,29-Jun-2020,9-Jul-2020,10,USD,5,50,283,37,4,0.075,500.49,"1,112.20",88,97873.6,44043.12
SO - 0006431,Online,WARE-PUJ1005,10-Mar-2020,20-Jun-2020,5-Jul-2020,10-Jul-2020,5,USD,16,21,265,25,4,0.075,"1,207.21","1,829.10",88,160960.8,106234.48
SO - 0006432,In-Store,WARE-PUJ1005,10-Mar-2020,20-Jun-2020,7-Jul-2020,10-Jul-2020,3,USD,7,21,303,45,2,0.4,"1,573.76","1,896.10",88,166856.8,138490.88
SO - 0006433,In-Store,WARE-NMK1003,10-Mar-2020,20-Jun-2020,12-Jul-2020,13-Jul-2020,1,USD,4,39,120,27,7,0.05,"1,784.88","2,974.80",88,261782.4,157069.44
SO - 0006434,Online,WARE-NMK1003,10-Mar-2020,20-Jun-2020,11-Jul-2020,12-Jul-2020,1,USD,16,5,122,7,7,0.075,"3,110.14","5,654.80",88,497622.4,273692.32
SO - 0006435,Distributor,WARE-MKL1006,10-Mar-2020,20-Jun-2020,16-Jul-2020,25-Jul-2020,9,USD,22,30,356,31,3,0.05,803,944.7,88,83133.6,70664
SO - 0006436,Distributor,WARE-NMK1003,10-Mar-2020,20-Jun-2020,2-Jul-2020,10-Jul-2020,8,USD,21,31,197,9,4,0.075,"1,372.29","1,782.20",88,156833.6,120761.52
SO - 0006437,Online,WARE-XYS1001,10-Mar-2020,20-Jun-2020,18-Jul-2020,24-Jul-2020,6,USD,16,7,28,12,8,0.05,"2,438.80","3,048.50",88,268268,214614.4
SO - 0006438,Online,WARE-UHY1004,10-Mar-2020,20-Jun-2020,18-Jul-2020,27-Jul-2020,9,USD,14,16,247,11,3,0.3,453.05,924.6,88,81364.8,39868.4
SO - 0006439,Online,WARE-NMK1003,10-Mar-2020,21-Jun-2020,19-Jul-2020,20-Jul-2020,1,USD,16,5,158,12,8,0.2,432.15,864.3,88,76058.4,38029.2
SO - 0006440,Distributor,WARE-MKL1006,10-Mar-2020,21-Jun-2020,19-Jul-2020,24-Jul-2020,5,USD,25,37,350,3,7,0.05,"1,928.39","2,472.30",88,217562.4,169698.32
SO - 0006441,Wholesale,WARE-UHY1004,10-Mar-2020,21-Jun-2020,9-Jul-2020,12-Jul-2020,3,USD,27,4,246,45,6,0.075,"2,239.94","2,666.60",88,234660.8,197114.72
SO - 0006442,In-Store,WARE-UHY1004,10-Mar-2020,21-Jun-2020,4-Jul-2020,10-Jul-2020,6,USD,11,41,224,20,2,0.05,862.96,"1,078.70",88,94925.6,75940.48
SO - 0006443,Wholesale,WARE-UHY1004,10-Mar-2020,21-Jun-2020,4-Jul-2020,10-Jul-2020,6,USD,28,6,261,1,5,0.15,175.67,254.6,88,22404.8,15458.96
SO - 0006444,Online,WARE-XYS1001,10-Mar-2020,21-Jun-2020,2-Jul-2020,7-Jul-2020,5,USD,16,27,28,45,1,0.075,149.54,241.2,88,21225.6,13159.52
SO - 0006445,In-Store,WARE-UHY1004,10-Mar-2020,21-Jun-2020,27-Jun-2020,6-Jul-2020,9,USD,5,24,246,39,2,0.075,635.56,"1,025.10",88,90208.8,55929.28
SO - 0006446,In-Store,WARE-PUJ1005,10-Mar-2020,21-Jun-2020,23-Jun-2020,27-Jun-2020,4,USD,4,29,282,17,3,0.4,"1,025.90","2,331.60",88,205180.8,90279.2
SO - 0006447,Online,WARE-XYS1001,10-Mar-2020,21-Jun-2020,16-Jul-2020,26-Jul-2020,10,USD,18,7,4,38,1,0.4,"2,117.20","2,680.00",88,235840,186313.6
SO - 0006448,In-Store,WARE-XYS1001,10-Mar-2020,21-Jun-2020,17-Jul-2020,23-Jul-2020,6,USD,6,40,42,46,1,0.1,"3,900.20","6,190.80",88,544790.4,343217.6
SO - 0006449,Distributor,WARE-MKL1006,10-Mar-2020,22-Jun-2020,20-Jul-2020,30-Jul-2020,10,USD,23,45,365,44,2,0.05,776.6,"1,159.10",88,102000.8,68340.8
SO - 0006450,Online,WARE-UHY1004,10-Mar-2020,22-Jun-2020,27-Jun-2020,6-Jul-2020,9,USD,18,40,260,40,6,0.075,"1,569.41","2,572.80",88,226406.4,138108.08
SO - 0006451,In-Store,WARE-UHY1004,10-Mar-2020,22-Jun-2020,19-Jul-2020,22-Jul-2020,3,USD,5,8,256,3,5,0.05,"4,618.44","6,076.90",88,534767.2,406422.72
SO - 0006452,Distributor,WARE-PUJ1005,10-Mar-2020,22-Jun-2020,20-Jul-2020,23-Jul-2020,3,USD,22,46,283,14,7,0.1,"4,817.03","6,338.20",88,557761.6,423898.64
SO - 0006453,Distributor,WARE-XYS1001,10-Mar-2020,22-Jun-2020,30-Jun-2020,8-Jul-2020,8,USD,25,17,42,47,5,0.075,"4,776.90","5,755.30",88,506466.4,420367.2
SO - 0006454,In-Store,WARE-NMK1003,10-Mar-2020,22-Jun-2020,14-Jul-2020,16-Jul-2020,2,USD,12,19,121,42,5,0.05,519.59,"1,105.50",88,97284,45723.92
SO - 0006455,In-Store,WARE-XYS1001,10-Mar-2020,22-Jun-2020,14-Jul-2020,23-Jul-2020,9,USD,10,4,54,29,4,0.1,644.88,837.5,88,73700,56749.44
SO - 0006456,In-Store,WARE-PUJ1005,10-Mar-2020,23-Jun-2020,19-Jul-2020,24-Jul-2020,5,USD,2,21,271,45,7,0.075,"2,383.46","3,611.30",88,317794.4,209744.48
SO - 0006457,Distributor,WARE-NMK1003,10-Mar-2020,23-Jun-2020,3-Jul-2020,8-Jul-2020,5,USD,23,13,187,9,5,0.1,"1,663.07","3,959.70",88,348453.6,146350.16
SO - 0006458,Online,WARE-NMK1003,10-Mar-2020,23-Jun-2020,17-Jul-2020,24-Jul-2020,7,USD,16,32,183,46,7,0.2,"1,265.90","1,889.40",88,166267.2,111399.2
SO - 0006459,In-Store,WARE-PUJ1005,10-Mar-2020,23-Jun-2020,27-Jun-2020,6-Jul-2020,9,USD,5,26,298,34,4,0.3,"1,242.05","2,003.30",88,176290.4,109300.4
SO - 0006460,In-Store,WARE-NMK1003,10-Mar-2020,23-Jun-2020,25-Jun-2020,3-Jul-2020,8,USD,6,43,174,39,2,0.1,889.22,"1,058.60",88,93156.8,78251.36
SO - 0006461,Wholesale,WARE-NMK1003,10-Mar-2020,23-Jun-2020,10-Jul-2020,15-Jul-2020,5,USD,25,1,138,14,3,0.05,447.56,"1,118.90",88,98463.2,39385.28
SO - 0006462,Wholesale,WARE-MKL1006,10-Mar-2020,23-Jun-2020,13-Jul-2020,17-Jul-2020,4,USD,28,17,350,35,1,0.05,"1,225.50","1,829.10",88,160960.8,107844
SO - 0006463,In-Store,WARE-NMK1003,10-Mar-2020,23-Jun-2020,13-Jul-2020,17-Jul-2020,4,USD,3,31,202,14,1,0.1,492.32,"1,118.90",88,98463.2,43324.16
SO - 0006464,Online,WARE-NBV1002,10-Mar-2020,23-Jun-2020,12-Jul-2020,15-Jul-2020,3,USD,20,1,76,34,6,0.05,"1,149.72","1,768.80",88,155654.4,101175.36
SO - 0006465,Online,WARE-UHY1004,10-Mar-2020,24-Jun-2020,21-Jul-2020,27-Jul-2020,6,USD,15,19,209,8,6,0.05,"2,159.95","3,999.90",88,351991.2,190075.6
SO - 0006466,Wholesale,WARE-NMK1003,10-Mar-2020,24-Jun-2020,27-Jun-2020,6-Jul-2020,9,USD,26,3,158,37,5,0.075,"2,885.69","3,953.00",88,347864,253940.72
SO - 0006467,Wholesale,WARE-NBV1002,10-Mar-2020,24-Jun-2020,26-Jun-2020,28-Jun-2020,2,USD,28,20,76,19,4,0.05,198.59,261.3,88,22994.4,17475.92
SO - 0006468,In-Store,WARE-NBV1002,10-Mar-2020,24-Jun-2020,27-Jun-2020,2-Jul-2020,5,USD,9,12,82,42,8,0.1,"2,269.02","3,845.80",88,338430.4,199673.76
SO - 0006469,In-Store,WARE-PUJ1005,10-Mar-2020,24-Jun-2020,18-Jul-2020,24-Jul-2020,6,USD,6,18,298,15,6,0.15,939.88,"2,237.80",88,196926.4,82709.44
SO - 0006470,Online,WARE-XYS1001,10-Mar-2020,25-Jun-2020,12-Jul-2020,18-Jul-2020,6,USD,14,27,24,32,4,0.15,820.48,"1,051.90",88,92567.2,72202.24
SO - 0006471,Online,WARE-NMK1003,10-Mar-2020,25-Jun-2020,1-Jul-2020,8-Jul-2020,7,USD,18,4,162,6,7,0.1,915.69,"1,159.10",88,102000.8,80580.72
SO - 0006472,Online,WARE-NMK1003,10-Mar-2020,25-Jun-2020,15-Jul-2020,23-Jul-2020,8,USD,14,4,132,37,3,0.15,"1,570.21","2,907.80",88,255886.4,138178.48
SO - 0006473,Online,WARE-XYS1001,10-Mar-2020,25-Jun-2020,16-Jul-2020,26-Jul-2020,10,USD,13,14,58,35,6,0.1,482.4,964.8,88,84902.4,42451.2
SO - 0006474,Distributor,WARE-XYS1001,10-Mar-2020,25-Jun-2020,14-Jul-2020,23-Jul-2020,9,USD,21,28,11,17,3,0.05,"4,974.08","6,217.60",88,547148.8,437719.04
SO - 0006475,In-Store,WARE-PUJ1005,10-Mar-2020,25-Jun-2020,18-Jul-2020,23-Jul-2020,5,USD,7,45,293,22,1,0.4,617.2,"1,259.60",88,110844.8,54313.6
SO - 0006476,Wholesale,WARE-PUJ1005,10-Mar-2020,25-Jun-2020,17-Jul-2020,20-Jul-2020,3,USD,25,13,285,43,6,0.075,"1,303.69","2,834.10",88,249400.8,114724.72
SO - 0006477,In-Store,WARE-UHY1004,10-Mar-2020,25-Jun-2020,27-Jun-2020,1-Jul-2020,4,USD,1,7,248,9,6,0.15,"1,595.14","2,572.80",88,226406.4,140372.32
SO - 0006478,Distributor,WARE-NMK1003,10-Mar-2020,26-Jun-2020,1-Jul-2020,11-Jul-2020,10,USD,25,47,155,32,4,0.4,458.68,"1,092.10",88,96104.8,40363.84
SO - 0006479,Online,WARE-XYS1001,10-Mar-2020,26-Jun-2020,12-Jul-2020,21-Jul-2020,9,USD,14,48,19,31,8,0.075,112.56,268,88,23584,9905.28
SO - 0006480,In-Store,WARE-MKL1006,10-Mar-2020,26-Jun-2020,1-Jul-2020,3-Jul-2020,2,USD,8,36,360,5,1,0.15,"1,571.82","2,278.00",88,200464,138320.16
SO - 0006481,Online,WARE-NMK1003,10-Mar-2020,26-Jun-2020,11-Jul-2020,12-Jul-2020,1,USD,16,11,151,24,8,0.05,750.74,904.5,88,79596,66065.12
SO - 0006482,Online,WARE-NMK1003,10-Mar-2020,26-Jun-2020,9-Jul-2020,13-Jul-2020,4,USD,18,40,149,12,1,0.05,"1,634.93","3,892.70",88,342557.6,143873.84
SO - 0006483,Online,WARE-PUJ1005,10-Mar-2020,26-Jun-2020,8-Jul-2020,10-Jul-2020,2,USD,15,25,282,33,2,0.05,"1,158.83","2,519.20",88,221689.6,101977.04
SO - 0006484,Online,WARE-XYS1001,10-Mar-2020,26-Jun-2020,9-Jul-2020,16-Jul-2020,7,USD,14,1,31,46,8,0.05,947.05,"1,721.90",88,151527.2,83340.4
SO - 0006485,In-Store,WARE-UHY1004,10-Mar-2020,26-Jun-2020,15-Jul-2020,20-Jul-2020,5,USD,5,38,220,10,2,0.075,"2,176.16","3,886.00",88,341968,191502.08
SO - 0006486,In-Store,WARE-UHY1004,10-Mar-2020,26-Jun-2020,5-Jul-2020,11-Jul-2020,6,USD,2,2,221,24,3,0.05,"4,480.16","6,137.20",88,540073.6,394254.08
SO - 0006487,Online,WARE-XYS1001,10-Mar-2020,27-Jun-2020,1-Jul-2020,9-Jul-2020,8,USD,16,17,51,4,2,0.4,188.4,247.9,88,21815.2,16579.2
SO - 0006488,Wholesale,WARE-NMK1003,10-Mar-2020,27-Jun-2020,11-Jul-2020,16-Jul-2020,5,USD,26,2,117,26,7,0.2,"1,682.50","2,304.80",88,202822.4,148060
SO - 0006489,Distributor,WARE-XYS1001,10-Mar-2020,27-Jun-2020,23-Jul-2020,24-Jul-2020,1,USD,20,12,37,21,7,0.075,"3,228.73","5,293.00",88,465784,284128.24
SO - 0006490,In-Store,WARE-PUJ1005,10-Mar-2020,27-Jun-2020,22-Jul-2020,31-Jul-2020,9,USD,11,7,271,2,5,0.05,"1,821.13","2,365.10",88,208128.8,160259.44
SO - 0006491,In-Store,WARE-XYS1001,10-Mar-2020,27-Jun-2020,29-Jun-2020,4-Jul-2020,5,USD,4,29,24,41,7,0.05,574.59,897.8,88,79006.4,50563.92
SO - 0006492,Wholesale,WARE-PUJ1005,10-Mar-2020,27-Jun-2020,22-Jul-2020,25-Jul-2020,3,USD,26,42,295,15,5,0.05,150.75,201,88,17688,13266
SO - 0006493,Distributor,WARE-XYS1001,10-Mar-2020,27-Jun-2020,10-Jul-2020,13-Jul-2020,3,USD,22,28,43,8,1,0.4,753.21,"1,031.80",88,90798.4,66282.48
SO - 0006494,In-Store,WARE-NMK1003,10-Mar-2020,27-Jun-2020,20-Jul-2020,27-Jul-2020,7,USD,8,11,191,9,4,0.05,757.7,"1,762.10",88,155064.8,66677.6
SO - 0006495,Online,WARE-NMK1003,10-Mar-2020,27-Jun-2020,20-Jul-2020,23-Jul-2020,3,USD,15,25,173,40,6,0.1,831,"1,051.90",88,92567.2,73128
SO - 0006496,Distributor,WARE-UHY1004,10-Mar-2020,27-Jun-2020,23-Jul-2020,24-Jul-2020,1,USD,22,40,208,16,6,0.05,130.18,194.3,88,17098.4,11455.84
SO - 0006497,In-Store,WARE-XYS1001,10-Mar-2020,28-Jun-2020,7-Jul-2020,17-Jul-2020,10,USD,10,34,51,18,1,0.075,810.7,"1,842.50",88,162140,71341.6
SO - 0006498,In-Store,WARE-PUJ1005,10-Mar-2020,28-Jun-2020,1-Jul-2020,11-Jul-2020,10,USD,9,10,291,39,1,0.1,745.71,"1,065.30",88,93746.4,65622.48
SO - 0006499,In-Store,WARE-MKL1006,10-Mar-2020,28-Jun-2020,4-Jul-2020,9-Jul-2020,5,USD,10,44,330,8,2,0.3,"1,725.25","3,450.50",88,303644,151822
SO - 0006500,Distributor,WARE-PUJ1005,10-Mar-2020,28-Jun-2020,10-Jul-2020,14-Jul-2020,4,USD,21,49,292,37,5,0.3,"2,082.90","3,591.20",88,316025.6,183295.2
SO - 0006501,Online,WARE-XYS1001,10-Mar-2020,28-Jun-2020,20-Jul-2020,29-Jul-2020,9,USD,16,21,54,46,2,0.15,"1,995.53","3,912.80",88,344326.4,175606.64
SO - 0006502,Online,WARE-MKL1006,10-Mar-2020,28-Jun-2020,30-Jun-2020,2-Jul-2020,2,USD,19,19,336,25,7,0.075,697.07,"1,025.10",88,90208.8,61342.16
SO - 0006503,Online,WARE-NMK1003,10-Mar-2020,28-Jun-2020,1-Jul-2020,9-Jul-2020,8,USD,12,17,121,3,3,0.05,379.96,716.9,88,63087.2,33436.48
SO - 0006504,In-Store,WARE-NMK1003,10-Mar-2020,28-Jun-2020,25-Jul-2020,4-Aug-2020,10,USD,8,41,136,28,3,0.075,"2,049.33","2,807.30",88,247042.4,180341.04
SO - 0006505,Distributor,WARE-XYS1001,10-Mar-2020,29-Jun-2020,14-Jul-2020,24-Jul-2020,10,USD,21,29,28,21,2,0.075,"3,241.73","3,859.20",88,339609.6,285272.24
SO - 0006506,Wholesale,WARE-NMK1003,10-Mar-2020,29-Jun-2020,19-Jul-2020,21-Jul-2020,2,USD,28,12,150,35,3,0.05,"4,433.26","6,157.30",88,541842.4,390126.88
SO - 0006507,In-Store,WARE-NMK1003,10-Mar-2020,29-Jun-2020,19-Jul-2020,25-Jul-2020,6,USD,1,5,94,38,1,0.15,643.87,"1,038.50",88,91388,56660.56
SO - 0006508,Distributor,WARE-UHY1004,10-Mar-2020,29-Jun-2020,23-Jul-2020,26-Jul-2020,3,USD,22,48,228,20,1,0.05,768.22,984.9,88,86671.2,67603.36
SO - 0006509,Online,WARE-NMK1003,10-Mar-2020,29-Jun-2020,22-Jul-2020,23-Jul-2020,1,USD,16,11,185,6,8,0.4,572.25,783.9,88,68983.2,50358
SO - 0006510,Distributor,WARE-PUJ1005,10-Mar-2020,30-Jun-2020,21-Jul-2020,30-Jul-2020,9,USD,22,17,312,26,4,0.075,157.12,234.5,88,20636,13826.56
SO - 0006511,In-Store,WARE-XYS1001,10-Mar-2020,30-Jun-2020,6-Jul-2020,9-Jul-2020,3,USD,4,45,6,3,3,0.1,"1,873.86","2,465.60",88,216972.8,164899.68
SO - 0006512,In-Store,WARE-NMK1003,10-Mar-2020,30-Jun-2020,11-Jul-2020,20-Jul-2020,9,USD,8,22,124,39,1,0.2,603,"1,005.00",88,88440,53064
SO - 0006513,Online,WARE-UHY1004,10-Mar-2020,30-Jun-2020,10-Jul-2020,13-Jul-2020,3,USD,20,14,224,27,3,0.075,718.24,"1,072.00",88,94336,63205.12
SO - 0006514,Online,WARE-XYS1001,10-Mar-2020,30-Jun-2020,10-Jul-2020,15-Jul-2020,5,USD,18,36,2,18,6,0.1,431.48,"1,078.70",88,94925.6,37970.24
SO - 0006515,In-Store,WARE-NMK1003,10-Mar-2020,30-Jun-2020,13-Jul-2020,16-Jul-2020,3,USD,5,12,137,17,2,0.15,744.3,"1,078.70",88,94925.6,65498.4
SO - 0006516,Online,WARE-XYS1001,10-Mar-2020,30-Jun-2020,6-Jul-2020,9-Jul-2020,3,USD,18,6,18,39,6,0.075,"1,447.74","1,956.40",88,172163.2,127401.12
SO - 0006517,Online,WARE-NMK1003,10-Mar-2020,30-Jun-2020,10-Jul-2020,11-Jul-2020,1,USD,13,19,141,8,1,0.05,134.4,227.8,88,20046.4,11827.2
SO - 0006518,In-Store,WARE-NBV1002,10-Mar-2020,30-Jun-2020,25-Jul-2020,30-Jul-2020,5,USD,3,17,82,5,8,0.15,570.3,891.1,88,78416.8,50186.4
SO - 0006519,Distributor,WARE-NMK1003,10-Mar-2020,1-Jul-2020,7-Jul-2020,10-Jul-2020,3,USD,24,42,125,41,5,0.05,546.85,"1,031.80",88,90798.4,48122.8
SO - 0006520,Distributor,WARE-NMK1003,10-Mar-2020,1-Jul-2020,24-Jul-2020,31-Jul-2020,7,USD,21,9,191,22,2,0.075,"1,945.88","3,088.70",88,271805.6,171237.44
SO - 0006521,Wholesale,WARE-XYS1001,10-Mar-2020,1-Jul-2020,20-Jul-2020,24-Jul-2020,4,USD,26,45,27,2,2,0.05,536,"1,072.00",88,94336,47168
SO - 0006522,Online,WARE-XYS1001,10-Mar-2020,1-Jul-2020,11-Jul-2020,20-Jul-2020,9,USD,15,43,29,19,2,0.075,"1,868.50","3,892.70",88,342557.6,164428
SO - 0006523,In-Store,WARE-NMK1003,10-Mar-2020,1-Jul-2020,16-Jul-2020,23-Jul-2020,7,USD,10,13,97,19,7,0.15,"1,381.88","2,512.50",88,221100,121605.44
SO - 0006524,In-Store,WARE-NMK1003,10-Mar-2020,1-Jul-2020,14-Jul-2020,19-Jul-2020,5,USD,7,9,200,39,7,0.05,696.8,"1,072.00",88,94336,61318.4
SO - 0006525,In-Store,WARE-PUJ1005,10-Mar-2020,2-Jul-2020,29-Jul-2020,4-Aug-2020,6,USD,4,17,325,11,6,0.075,142.58,187.6,88,16508.8,12547.04
SO - 0006526,In-Store,WARE-NMK1003,10-Mar-2020,2-Jul-2020,14-Jul-2020,21-Jul-2020,7,USD,11,33,95,13,8,0.05,"1,283.18","1,782.20",88,156833.6,112919.84
SO - 0006527,Online,WARE-XYS1001,10-Mar-2020,2-Jul-2020,7-Jul-2020,10-Jul-2020,3,USD,17,49,51,34,3,0.075,545.51,924.6,88,81364.8,48004.88
SO - 0006528,In-Store,WARE-MKL1006,10-Mar-2020,2-Jul-2020,18-Jul-2020,28-Jul-2020,10,USD,4,3,341,12,8,0.075,"2,511.50","3,986.50",88,350812,221012
SO - 0006529,Online,WARE-MKL1006,10-Mar-2020,2-Jul-2020,29-Jul-2020,1-Aug-2020,3,USD,17,41,346,47,2,0.15,644.54,991.6,88,87260.8,56719.52
SO - 0006530,Online,WARE-UHY1004,10-Mar-2020,2-Jul-2020,19-Jul-2020,20-Jul-2020,1,USD,18,3,258,45,2,0.15,"1,728.27","2,244.50",88,197516,152087.76
SO - 0006531,In-Store,WARE-NBV1002,10-Mar-2020,2-Jul-2020,9-Jul-2020,18-Jul-2020,9,USD,3,25,75,46,2,0.1,621.43,"1,172.50",88,103180,54685.84
SO - 0006532,In-Store,WARE-PUJ1005,10-Mar-2020,2-Jul-2020,10-Jul-2020,11-Jul-2020,1,USD,4,32,287,39,4,0.2,"1,301.01","1,782.20",88,156833.6,114488.88
SO - 0006533,In-Store,WARE-NMK1003,10-Mar-2020,2-Jul-2020,11-Jul-2020,17-Jul-2020,6,USD,5,50,179,25,3,0.075,"4,783.80","6,378.40",88,561299.2,420974.4
SO - 0006534,In-Store,WARE-XYS1001,10-Mar-2020,2-Jul-2020,7-Jul-2020,14-Jul-2020,7,USD,12,46,1,43,6,0.05,"3,709.66","5,152.30",88,453402.4,326450.08
SO - 0006535,Online,WARE-PUJ1005,10-Mar-2020,2-Jul-2020,14-Jul-2020,20-Jul-2020,6,USD,20,40,278,27,4,0.075,514.56,"1,286.40",88,113203.2,45281.28
SO - 0006536,Distributor,WARE-XYS1001,10-Mar-2020,3-Jul-2020,24-Jul-2020,29-Jul-2020,5,USD,24,10,8,44,5,0.05,662.09,"1,085.40",88,95515.2,58263.92
SO - 0006537,Distributor,WARE-NMK1003,10-Mar-2020,3-Jul-2020,21-Jul-2020,30-Jul-2020,9,USD,24,7,121,40,5,0.1,928.62,"1,105.50",88,97284,81718.56
SO - 0006538,In-Store,WARE-XYS1001,10-Mar-2020,3-Jul-2020,13-Jul-2020,14-Jul-2020,1,USD,2,19,11,11,1,0.1,450.51,"1,098.80",88,96694.4,39644.88
SO - 0006539,Online,WARE-NBV1002,10-Mar-2020,3-Jul-2020,18-Jul-2020,19-Jul-2020,1,USD,20,7,87,3,2,0.05,482,730.3,88,64266.4,42416
SO - 0006540,In-Store,WARE-XYS1001,10-Mar-2020,3-Jul-2020,11-Jul-2020,19-Jul-2020,8,USD,9,18,51,18,4,0.075,624.57,"1,058.60",88,93156.8,54962.16
SO - 0006541,In-Store,WARE-UHY1004,10-Mar-2020,3-Jul-2020,5-Jul-2020,12-Jul-2020,7,USD,10,18,207,42,8,0.05,658.01,"1,078.70",88,94925.6,57904.88
SO - 0006542,In-Store,WARE-PUJ1005,10-Mar-2020,3-Jul-2020,5-Jul-2020,11-Jul-2020,6,USD,8,40,308,7,5,0.05,"1,487.33","1,882.70",88,165677.6,130885.04
SO - 0006543,In-Store,WARE-UHY1004,10-Mar-2020,4-Jul-2020,1-Aug-2020,11-Aug-2020,10,USD,10,44,203,26,3,0.05,499.69,757.1,88,66624.8,43972.72
SO - 0006544,Wholesale,WARE-NBV1002,10-Mar-2020,4-Jul-2020,8-Jul-2020,11-Jul-2020,3,USD,25,15,79,26,3,0.15,"2,785.86","5,159.00",88,453992,245155.68
SO - 0006545,In-Store,WARE-NMK1003,10-Mar-2020,4-Jul-2020,27-Jul-2020,31-Jul-2020,4,USD,9,14,182,43,6,0.1,"2,087.99","3,939.60",88,346684.8,183743.12
SO - 0006546,Online,WARE-PUJ1005,10-Mar-2020,4-Jul-2020,24-Jul-2020,31-Jul-2020,7,USD,15,7,291,43,3,0.1,975.52,"2,438.80",88,214614.4,85845.76
SO - 0006547,In-Store,WARE-UHY1004,10-Mar-2020,4-Jul-2020,28-Jul-2020,31-Jul-2020,3,USD,11,40,245,4,4,0.15,557.51,"1,051.90",88,92567.2,49060.88
SO - 0006548,In-Store,WARE-NBV1002,10-Mar-2020,4-Jul-2020,30-Jul-2020,4-Aug-2020,5,USD,11,1,70,35,1,0.4,148.34,180.9,88,15919.2,13053.92
SO - 0006549,In-Store,WARE-PUJ1005,10-Mar-2020,4-Jul-2020,30-Jul-2020,4-Aug-2020,5,USD,6,43,322,7,7,0.075,"3,514.82","5,762.00",88,507056,309304.16
SO - 0006550,Wholesale,WARE-MKL1006,10-Mar-2020,4-Jul-2020,25-Jul-2020,1-Aug-2020,7,USD,26,18,357,40,5,0.075,"1,702.87","2,365.10",88,208128.8,149852.56
SO - 0006551,In-Store,WARE-NMK1003,10-Mar-2020,4-Jul-2020,21-Jul-2020,31-Jul-2020,10,USD,1,24,150,23,6,0.075,884.4,"1,105.50",88,97284,77827.2
SO - 0006552,In-Store,WARE-NMK1003,10-Mar-2020,4-Jul-2020,25-Jul-2020,27-Jul-2020,2,USD,7,7,138,3,4,0.2,"3,306.85","6,123.80",88,538894.4,291002.8
SO - 0006553,Online,WARE-NMK1003,10-Mar-2020,4-Jul-2020,22-Jul-2020,24-Jul-2020,2,USD,13,21,123,35,2,0.075,469.2,998.3,88,87850.4,41289.6
SO - 0006554,Wholesale,WARE-PUJ1005,10-Mar-2020,4-Jul-2020,25-Jul-2020,4-Aug-2020,10,USD,27,16,294,33,3,0.05,"1,267.91","2,224.40",88,195747.2,111576.08
SO - 0006555,In-Store,WARE-UHY1004,10-Mar-2020,4-Jul-2020,28-Jul-2020,29-Jul-2020,1,USD,1,50,208,19,4,0.3,"3,269.87","3,939.60",88,346684.8,287748.56
SO - 0006556,In-Store,WARE-NBV1002,10-Mar-2020,5-Jul-2020,1-Aug-2020,5-Aug-2020,4,USD,8,31,82,12,8,0.05,418.08,871,88,76648,36791.04
SO - 0006557,Online,WARE-XYS1001,10-Mar-2020,5-Jul-2020,10-Jul-2020,16-Jul-2020,6,USD,13,50,32,37,7,0.1,514.96,817.4,88,71931.2,45316.48
SO - 0006558,Distributor,WARE-MKL1006,10-Mar-2020,5-Jul-2020,23-Jul-2020,29-Jul-2020,6,USD,23,33,346,8,6,0.05,781.29,"1,132.30",88,99642.4,68753.52
SO - 0006559,In-Store,WARE-NBV1002,10-Mar-2020,5-Jul-2020,23-Jul-2020,26-Jul-2020,3,USD,3,48,78,22,2,0.1,615.4,"1,118.90",88,98463.2,54155.2
SO - 0006560,In-Store,WARE-NMK1003,10-Mar-2020,5-Jul-2020,19-Jul-2020,20-Jul-2020,1,USD,12,3,120,41,6,0.2,637.84,911.2,88,80185.6,56129.92
SO - 0006561,In-Store,WARE-PUJ1005,10-Mar-2020,5-Jul-2020,12-Jul-2020,17-Jul-2020,5,USD,9,48,326,37,6,0.15,613.05,"1,005.00",88,88440,53948.4
SO - 0006562,Distributor,WARE-NMK1003,10-Mar-2020,5-Jul-2020,9-Jul-2020,16-Jul-2020,7,USD,23,8,161,38,7,0.05,"2,961.27","3,845.80",88,338430.4,260591.76
SO - 0006563,Online,WARE-NMK1003,10-Mar-2020,6-Jul-2020,24-Jul-2020,2-Aug-2020,9,USD,16,31,102,41,3,0.05,"1,054.85","2,572.80",88,226406.4,92826.8
SO - 0006564,Distributor,WARE-PUJ1005,10-Mar-2020,6-Jul-2020,13-Jul-2020,18-Jul-2020,5,USD,21,49,263,41,4,0.1,"1,339.46","2,626.40",88,231123.2,117872.48
SO - 0006565,Online,WARE-NBV1002,10-Mar-2020,6-Jul-2020,14-Jul-2020,16-Jul-2020,2,USD,14,39,86,13,7,0.2,"3,140.96","3,926.20",88,345505.6,276404.48
SO - 0006566,In-Store,WARE-XYS1001,10-Mar-2020,6-Jul-2020,19-Jul-2020,27-Jul-2020,8,USD,5,9,40,2,3,0.2,102.98,194.3,88,17098.4,9062.24
